Order ID,Cust Name,Cust ID,Customer Email,Customer Age,Customer Gender,Customer Region,Customer City,Product Name,Product ID,Product Category,Unit Price,Quantity,Discount (%),Total Amount,Payment Method,Order Status,Order Date,Delivery Days,Rating
ORD-002912,Linda Pillai,CUST-0316,linda.pillai316@example.com,41,Male,West,Mumbai,External SSD 1TB,PROD-0010,Electronics,77.83,3,10,210.14,Wallet,Completed,2024-08-09,5,3
ORD-002913,Matthew Rodriguez,CUST-0139,matthew.rodriguez139@example.com,36,Male,North,Delhi,External SSD 1TB,PROD-0010,Electronics,77.83,1,0,77.83,Cash on Delivery,Completed,2024-10-08,1,4
ORD-002914,Manoj Martin,CUST-0416,manoj.martin416@example.com,24,Other,East,Bhubaneswar,USB-C Hub,PROD-0003,Electronics,61.28,2,5,116.43,Credit Card,Returned,2024-06-09,,
ORD-002915,Elizabeth Shah,CUST-0704,elizabeth.shah704@example.com,41,Male,East,Guwahati,Keyboard Mechanical,PROD-0007,Electronics,97.82,3,5,278.79,Debit Card,Completed,2025-03-05,10,4
ORD-002916,Jessica Brown,CUST-0450,jessica.brown450@example.com,42,Female,West,Surat,Cotton T-Shirt,PROD-0011,Clothing,30.65,1,0,30.65,UPI,Completed,2024-09-01,2,5
ORD-002917,Vihaan White,CUST-0400,vihaan.white400@example.com,59,Other,West,Ahmedabad,Tennis Racket,PROD-0047,Sports,61.92,3,10,167.18,Net Banking,Completed,2024-07-02,6,5
ORD-002918,Mary Bhat,CUST-0746,mary.bhat746@example.com,30,Male,East,Patna,Toaster,PROD-0023,Home & Kitchen,31.12,1,20,24.9,Credit Card,Returned,2025-02-01,,
ORD-002919,Ashley Jones,CUST-0690,ashley.jones690@example.com,68,Other,North,Lucknow,Tennis Racket,PROD-0047,Sports,61.92,3,5,176.47,UPI,Pending,2025-07-07,,
ORD-002920,Riya Pillai,CUST-0280,riya.pillai280@example.com,34,Male,North,Chandigarh,Resistance Bands,PROD-0043,Sports,22.74,1,0,22.74,UPI,Pending,2024-09-13,,
ORD-002921,Jennifer Kulkarni,CUST-0074,jennifer.kulkarni74@example.com,40,Other,South,Bangalore,Keyboard Mechanical,PROD-0007,Electronics,97.82,4,0,391.28,Wallet,Cancelled,2024-02-04,,
ORD-002922,Ashley Martinez,CUST-0175,ashley.martinez175@example.com,30,Other,West,Mumbai,USB-C Hub,PROD-0003,Electronics,61.28,2,5,116.43,Credit Card,Returned,2025-02-17,,
ORD-002923,Neha Mehta,CUST-0305,neha.mehta305@example.com,69,Male,South,Coimbatore,Portable Charger,PROD-0004,Electronics,42.05,4,5,159.79,Credit Card,Completed,2024-09-07,2,5
ORD-002924,Riya White,CUST-0714,riya.white714@example.com,64,Male,East,Patna,Tea Kettle,PROD-0030,Home & Kitchen,40.05,1,10,36.05,Debit Card,Pending,2025-04-29,,
ORD-002925,Myra Sharma,CUST-0591,myra.sharma591@example.com,22,Male,South,Kochi,Storage Containers,PROD-0027,Home & Kitchen,35.05,1,5,33.3,Wallet,Completed,2024-12-28,2,
ORD-002926,William Martin,CUST-0217,william.martin217@example.com,68,Female,East,Kolkata,Sports Socks (3-pack),PROD-0018,Clothing,13.94,4,0,55.76,Credit Card,Cancelled,2025-05-22,,
ORD-002927,Richard Wright,CUST-0294,richard.wright294@example.com,21,Other,East,Ranchi,Running Shoes,PROD-0014,Clothing,41.04,1,10,36.94,Cash on Delivery,Completed,2025-04-11,3,3
ORD-002928,Lisa Joshi,CUST-0478,lisa.joshi478@example.com,31,Female,West,Ahmedabad,Casual Shorts,PROD-0017,Clothing,29.07,2,20,46.51,Cash on Delivery,Pending,2024-12-06,,
ORD-002929,Nikhil Verma,CUST-0198,nikhil.verma198@example.com,68,Male,North,Jaipur,Tennis Racket,PROD-0047,Sports,61.92,2,20,99.07,Wallet,Pending,2024-06-17,,
ORD-002930,Priya Martinez,CUST-0408,priya.martinez408@example.com,52,Female,Central,Nagpur,USB-C Hub,PROD-0003,Electronics,61.28,1,15,52.09,Net Banking,Returned,2025-12-08,,
ORD-002931,Suresh Lee,CUST-0684,suresh.lee684@example.com,49,Male,Central,Bhopal,Web Development,PROD-0034,Books,44.41,2,0,88.82,Cash on Delivery,Cancelled,2025-05-29,,
ORD-002932,James Pillai,CUST-0059,james.pillai59@example.com,26,Other,East,Guwahati,Monitor Stand,PROD-0008,Electronics,53.18,1,15,45.2,UPI,Returned,2024-02-03,,
ORD-002933,Vikram Bhat,CUST-0177,vikram.bhat177@example.com,36,Female,Central,Indore,Jump Rope,PROD-0044,Sports,18.67,4,0,74.68,Debit Card,Pending,2024-07-31,,
ORD-002934,Nisha Harris,CUST-0373,nisha.harris373@example.com,44,Other,South,Coimbatore,Cotton T-Shirt,PROD-0011,Clothing,30.65,1,5,29.12,Cash on Delivery,Completed,2024-12-09,5,4
ORD-002935,Michael Malhotra,CUST-0031,michael.malhotra31@example.com,33,Other,South,Bangalore,Water Bottle,PROD-0026,Home & Kitchen,17.56,2,10,31.61,Net Banking,Completed,2024-09-27,9,5
ORD-002936,Richard Lewis,CUST-0563,richard.lewis563@example.com,63,Female,West,Surat,Casual Shorts,PROD-0017,Clothing,29.07,2,0,58.14,Debit Card,Returned,2024-04-22,,
ORD-002937,Patricia Chopra,CUST-0429,patricia.chopra429@example.com,29,Other,Central,Indore,Keyboard Mechanical,PROD-0007,Electronics,97.82,1,10,88.04,UPI,Returned,2024-11-28,,
ORD-002938,Sunita Patel,CUST-0133,sunita.patel133@example.com,33,Female,East,Guwahati,Tea Kettle,PROD-0030,Home & Kitchen,40.05,2,0,80.1,Net Banking,Pending,2025-08-25,,
ORD-002939,Liam Jackson,CUST-0058,liam.jackson58@example.com,34,Male,Central,Nagpur,Laptop Stand,PROD-0009,Electronics,59.55,1,20,47.64,Cash on Delivery,Completed,2025-11-17,2,5
ORD-002940,Vikram King,CUST-0763,vikram.king763@example.com,66,Male,South,Coimbatore,Cycling Gloves,PROD-0049,Sports,31.15,1,5,29.59,Cash on Delivery,Completed,2025-01-24,1,3
ORD-002941,Mia Brown,CUST-0438,mia.brown438@example.com,48,Other,West,Goa,Resistance Bands,PROD-0043,Sports,22.74,3,10,61.4,Wallet,Completed,2025-01-10,5,3
ORD-002942,Karen Nair,CUST-0046,karen.nair46@example.com,35,Female,West,Pune,Cycling Gloves,PROD-0049,Sports,31.15,3,0,93.45,Credit Card,Cancelled,2025-04-21,,
ORD-002943,Richard Johnson,CUST-0171,richard.johnson171@example.com,28,Female,East,Kolkata,Travel Guide,PROD-0040,Books,22.38,2,5,42.52,Net Banking,Completed,2024-02-03,1,3
ORD-002944,Isha Anderson,CUST-0798,isha.anderson798@example.com,44,Female,West,Mumbai,Cotton T-Shirt,PROD-0011,Clothing,30.65,1,5,29.12,UPI,Cancelled,2024-07-10,,
ORD-002945,Mary Clark,CUST-0407,mary.clark407@example.com,42,Female,West,Goa,Resistance Bands,PROD-0043,Sports,22.74,1,5,21.6,UPI,Completed,2025-02-10,5,4
ORD-002946,Rohit Miller,CUST-0089,rohit.miller89@example.com,57,Other,West,Pune,Webcam HD,PROD-0006,Electronics,72.22,2,0,144.44,Debit Card,Completed,2025-02-18,13,4
ORD-002947,Neha Taylor,CUST-0181,neha.taylor181@example.com,63,Female,East,Ranchi,Denim Jeans,PROD-0012,Clothing,82.97,2,5,157.64,Credit Card,Cancelled,2024-03-13,,
ORD-002948,Meena Rao,CUST-0079,meena.rao79@example.com,43,Female,North,Chandigarh,Data Science Handbook,PROD-0032,Books,42.44,2,0,84.88,Wallet,Pending,2024-12-21,,
ORD-002949,Michael Lopez,CUST-0176,michael.lopez176@example.com,66,Male,West,Surat,Jump Rope,PROD-0044,Sports,18.67,2,15,31.74,Debit Card,Completed,2025-08-18,7,5
ORD-002950,Sara Taylor,CUST-0782,sara.taylor782@example.com,30,Female,South,Coimbatore,External SSD 1TB,PROD-0010,Electronics,77.83,1,15,66.16,Credit Card,Completed,2024-05-25,4,4
ORD-002951,Amit Wright,CUST-0566,amit.wright566@example.com,65,Female,West,Goa,Dish Rack,PROD-0029,Home & Kitchen,28.32,1,15,24.07,Wallet,Completed,2025-02-03,8,4
ORD-002952,Daniel Singh,CUST-0497,daniel.singh497@example.com,23,Female,North,Chandigarh,Cotton T-Shirt,PROD-0011,Clothing,30.65,1,0,30.65,Cash on Delivery,Cancelled,2025-01-07,,
ORD-002953,Donald Thomas,CUST-0533,donald.thomas533@example.com,20,Female,West,Goa,Winter Jacket,PROD-0016,Clothing,125.83,2,0,251.66,Debit Card,Pending,2025-08-22,,
ORD-002954,Ishaan Patel,CUST-0241,ishaan.patel241@example.com,27,Male,East,Ranchi,Resistance Bands,PROD-0043,Sports,22.74,1,5,21.6,Wallet,Completed,2024-07-18,9,3
ORD-002955,Pari Martinez,CUST-0116,pari.martinez116@example.com,34,Female,South,Bangalore,Toaster,PROD-0023,Home & Kitchen,31.12,3,10,84.02,Wallet,Completed,2025-02-02,9,4
ORD-002956,Deepak Menon,CUST-0531,deepak.menon531@example.com,68,Female,South,Kochi,Bluetooth Headphones,PROD-0002,Electronics,92.28,2,0,184.56,Credit Card,Completed,2025-08-25,7,4
ORD-002957,Patricia Reddy,CUST-0026,patricia.reddy26@example.com,28,Female,East,Guwahati,Portable Charger,PROD-0004,Electronics,42.05,1,0,42.05,Net Banking,Completed,2025-01-08,10,3
ORD-002958,Priya Smith,CUST-0675,priya.smith675@example.com,27,Other,North,Delhi,Bluetooth Headphones,PROD-0002,Electronics,92.28,1,20,73.82,Debit Card,Completed,2025-09-25,9,2
ORD-002959,Isabella Allen,CUST-0464,isabella.allen464@example.com,53,Female,South,Kochi,Webcam HD,PROD-0006,Electronics,72.22,1,10,65.0,Net Banking,Cancelled,2024-08-09,,
ORD-002960,Elizabeth Chopra,CUST-0296,elizabeth.chopra296@example.com,27,Female,East,Ranchi,Dish Rack,PROD-0029,Home & Kitchen,28.32,3,5,80.71,Debit Card,Completed,2025-08-05,10,3
ORD-002961,Ananya Anderson,CUST-0702,ananya.anderson702@example.com,68,Female,North,Jaipur,Storage Containers,PROD-0027,Home & Kitchen,35.05,5,10,157.72,UPI,Completed,2025-09-29,14,4
ORD-002962,Ashley Rao,CUST-0162,ashley.rao162@example.com,70,Male,South,Hyderabad,Data Science Handbook,PROD-0032,Books,42.44,3,10,114.59,Debit Card,Pending,2024-05-08,,
ORD-002963,Mark King,CUST-0747,mark.king747@example.com,69,Other,South,Bangalore,Tennis Racket,PROD-0047,Sports,61.92,3,20,148.61,Cash on Delivery,Cancelled,2025-08-10,,
ORD-002964,Meena Anderson,CUST-0220,meena.anderson220@example.com,53,Female,North,Amritsar,External SSD 1TB,PROD-0010,Electronics,77.83,3,0,233.49,Credit Card,Completed,2025-04-27,13,
ORD-002965,Sunita Martinez,CUST-0632,sunita.martinez632@example.com,49,Male,East,Ranchi,Toaster,PROD-0023,Home & Kitchen,31.12,2,0,62.24,Cash on Delivery,Completed,2025-11-14,15,2
ORD-002966,Aarav Young,CUST-0027,aarav.young27@example.com,66,Male,East,Ranchi,History of AI,PROD-0038,Books,15.71,3,15,40.06,Cash on Delivery,Pending,2024-02-01,,
ORD-002967,Donald Mehta,CUST-0575,donald.mehta575@example.com,36,Other,East,Patna,Tennis Racket,PROD-0047,Sports,61.92,1,0,61.92,Net Banking,Completed,2024-07-31,7,5
ORD-002968,Aanya Kumar,CUST-0151,aanya.kumar151@example.com,22,Other,West,Surat,Sports Socks (3-pack),PROD-0018,Clothing,13.94,3,5,39.73,UPI,Completed,2024-05-10,8,4
ORD-002969,Susan Robinson,CUST-0140,susan.robinson140@example.com,60,Other,South,Hyderabad,Knife Set,PROD-0025,Home & Kitchen,68.52,2,15,116.48,Wallet,Returned,2025-12-07,,
ORD-002970,Patricia Malhotra,CUST-0724,patricia.malhotra724@example.com,49,Other,East,Patna,Python Programming,PROD-0031,Books,22.63,1,20,18.1,UPI,Cancelled,2024-04-14,,
ORD-002971,James Clark,CUST-0357,james.clark357@example.com,53,Other,East,Kolkata,Winter Jacket,PROD-0016,Clothing,125.83,1,0,125.83,Debit Card,Completed,2024-04-08,10,5
ORD-002972,Isabella Anderson,CUST-0796,isabella.anderson796@example.com,29,Other,Central,Raipur,Denim Jeans,PROD-0012,Clothing,82.97,2,20,132.75,Wallet,Completed,2024-09-16,2,3
ORD-002973,Vikram Miller,CUST-0405,vikram.miller405@example.com,48,Other,Central,Jabalpur,Blender,PROD-0022,Home & Kitchen,46.5,3,25,104.62,Debit Card,Completed,2024-03-11,1,4
ORD-002974,Elizabeth Robinson,CUST-0794,elizabeth.robinson794@example.com,59,Male,West,Surat,Cap,PROD-0019,Clothing,12.46,3,15,31.77,Net Banking,Completed,2024-04-18,4,5
ORD-002975,Vivaan Anderson,CUST-0739,vivaan.anderson739@example.com,56,Male,South,Chennai,Wireless Mouse,PROD-0001,Electronics,45.68,4,25,137.04,Cash on Delivery,Completed,2025-04-20,14,3
ORD-002976,Manoj Martin,CUST-0416,manoj.martin416@example.com,24,Other,East,Bhubaneswar,Water Bottle,PROD-0026,Home & Kitchen,17.56,3,20,42.14,Credit Card,Completed,2025-05-05,11,3
ORD-002977,Vivaan Menon,CUST-0218,vivaan.menon218@example.com,47,Female,Central,Bhopal,Laptop Stand,PROD-0009,Electronics,59.55,2,5,113.14,Cash on Delivery,Returned,2024-07-16,,
ORD-002978,Aanya Jackson,CUST-0122,aanya.jackson122@example.com,62,Female,South,Kochi,History of AI,PROD-0038,Books,15.71,3,5,44.77,Credit Card,Completed,2025-02-13,15,4
ORD-002979,Elizabeth Robinson,CUST-0794,elizabeth.robinson794@example.com,59,Male,West,Surat,Storage Containers,PROD-0027,Home & Kitchen,35.05,4,5,133.19,Cash on Delivery,Returned,2025-12-12,,
ORD-002980,Michael Brown,CUST-0349,michael.brown349@example.com,20,Other,West,Goa,Smartwatch,PROD-0005,Electronics,158.2,5,5,751.45,UPI,Returned,2025-03-06,,
ORD-002981,Ishaan Rodriguez,CUST-0364,ishaan.rodriguez364@example.com,40,Male,West,Goa,Travel Guide,PROD-0040,Books,22.38,2,15,38.05,Net Banking,Pending,2024-03-18,,
ORD-002982,Arjun Shah,CUST-0423,arjun.shah423@example.com,20,Female,West,Pune,History of AI,PROD-0038,Books,15.71,2,0,31.42,UPI,Completed,2024-07-07,4,4
ORD-002983,Charles Verma,CUST-0586,charles.verma586@example.com,46,Female,North,Chandigarh,Basketball,PROD-0046,Sports,39.63,2,15,67.37,Net Banking,Completed,2025-12-03,14,4
ORD-002984,Arjun Shah,CUST-0683,arjun.shah683@example.com,69,Other,Central,Nagpur,Wireless Mouse,PROD-0001,Electronics,45.68,3,0,137.04,Credit Card,Completed,2025-11-27,3,4
ORD-002985,Patricia Chopra,CUST-0429,patricia.chopra429@example.com,29,Other,Central,Indore,External SSD 1TB,PROD-0010,Electronics,77.83,2,0,155.66,UPI,Completed,2025-04-24,13,4
ORD-002986,Reyansh Iyer,CUST-0152,reyansh.iyer152@example.com,37,Male,South,Coimbatore,Denim Jeans,PROD-0012,Clothing,82.97,1,15,70.52,Credit Card,Completed,2025-11-27,3,
ORD-002987,Lucas Rodriguez,CUST-0734,lucas.rodriguez734@example.com,55,Other,South,Kochi,History of AI,PROD-0038,Books,15.71,3,0,47.13,Wallet,Completed,2025-06-09,11,5
ORD-002988,Myra Sharma,CUST-0591,myra.sharma591@example.com,22,Male,South,Kochi,Bluetooth Headphones,PROD-0002,Electronics,92.28,4,0,369.12,Credit Card,Completed,2024-07-27,8,4
ORD-002989,Nikhil Smith,CUST-0678,nikhil.smith678@example.com,64,Female,South,Chennai,Denim Jeans,PROD-0012,Clothing,82.97,2,5,157.64,Cash on Delivery,Returned,2024-08-30,,
ORD-002990,Sai Desai,CUST-0335,sai.desai335@example.com,37,Other,North,Jaipur,Wireless Mouse,PROD-0001,Electronics,45.68,2,0,91.36,UPI,Completed,2024-06-21,2,1
ORD-002991,Mary Allen,CUST-0213,mary.allen213@example.com,30,Male,West,Pune,Swimming Goggles,PROD-0048,Sports,16.81,5,0,84.05,Debit Card,Completed,2024-08-10,11,4
ORD-002992,Jessica Mehta,CUST-0689,jessica.mehta689@example.com,42,Female,West,Surat,Basketball,PROD-0046,Sports,39.63,1,0,39.63,Wallet,Completed,2025-12-14,2,5
ORD-002993,Mia Kulkarni,CUST-0067,mia.kulkarni67@example.com,61,Other,East,Bhubaneswar,Knife Set,PROD-0025,Home & Kitchen,68.52,1,15,58.24,Wallet,Completed,2024-12-22,8,5
ORD-002994,Robert Hernandez,CUST-0368,robert.hernandez368@example.com,34,Male,East,Kolkata,Casual Shorts,PROD-0017,Clothing,29.07,4,0,116.28,Cash on Delivery,Returned,2025-10-16,,
ORD-002995,Richard Johnson,CUST-0171,richard.johnson171@example.com,28,Female,East,Kolkata,Coffee Maker,PROD-0021,Home & Kitchen,62.05,1,5,58.95,Cash on Delivery,Pending,2025-02-24,,
ORD-002996,Nancy Bhat,CUST-0145,nancy.bhat145@example.com,56,Female,Central,Jabalpur,Football,PROD-0045,Sports,29.05,2,0,58.1,Cash on Delivery,Completed,2025-07-06,10,
ORD-002997,Linda Martin,CUST-0744,linda.martin744@example.com,36,Female,Central,Jabalpur,Casual Shorts,PROD-0017,Clothing,29.07,1,10,26.16,UPI,Completed,2024-02-12,15,4
ORD-002998,Karan Robinson,CUST-0355,karan.robinson355@example.com,25,Male,West,Pune,Tea Kettle,PROD-0030,Home & Kitchen,40.05,1,10,36.05,Credit Card,Returned,2025-08-09,,
ORD-002999,Arjun Jones,CUST-0775,arjun.jones775@example.com,57,Male,East,Ranchi,Fiction Novel,PROD-0037,Books,12.83,2,5,24.38,UPI,Completed,2024-03-28,12,3
ORD-003000,Divya Patel,CUST-0612,divya.patel612@example.com,50,Male,East,Kolkata,Cookbook,PROD-0039,Books,22.32,1,20,17.86,Credit Card,Completed,2024-11-25,12,4
ORD-003001,Charles Malhotra,CUST-0206,charles.malhotra206@example.com,48,Male,South,Kochi,Running Shoes,PROD-0014,Clothing,41.04,4,25,123.12,Debit Card,Cancelled,2024-04-23,,
ORD-003002,Noah White,CUST-0425,noah.white425@example.com,36,Female,North,Jaipur,Tea Kettle,PROD-0030,Home & Kitchen,40.05,2,15,68.08,Credit Card,Completed,2024-03-24,2,4
ORD-003003,Ananya Hernandez,CUST-0327,ananya.hernandez327@example.com,51,Other,East,Kolkata,Sports Socks (3-pack),PROD-0018,Clothing,13.94,1,5,13.24,Wallet,Completed,2024-01-21,13,5
ORD-003004,Mary Jones,CUST-0243,mary.jones243@example.com,36,Female,Central,Jabalpur,Knife Set,PROD-0025,Home & Kitchen,68.52,2,0,137.04,Cash on Delivery,Completed,2025-12-18,8,1
ORD-003005,Lucas Hernandez,CUST-0771,lucas.hernandez771@example.com,61,Male,East,Guwahati,Non-Stick Pan,PROD-0024,Home & Kitchen,32.73,5,15,139.1,Cash on Delivery,Completed,2024-06-27,8,5
ORD-003006,David Thomas,CUST-0310,david.thomas310@example.com,28,Male,Central,Raipur,Wireless Mouse,PROD-0001,Electronics,45.68,2,5,86.79,Debit Card,Completed,2025-04-06,10,4
ORD-003007,Nancy Thomas,CUST-0054,nancy.thomas54@example.com,21,Other,Central,Indore,Sports Socks (3-pack),PROD-0018,Clothing,13.94,1,5,13.24,Credit Card,Completed,2025-09-19,2,5
ORD-003008,Nancy Singh,CUST-0661,nancy.singh661@example.com,42,Male,North,Jaipur,Knife Set,PROD-0025,Home & Kitchen,68.52,4,10,246.67,Cash on Delivery,Completed,2025-10-09,6,5
ORD-003009,Neha White,CUST-0395,neha.white395@example.com,38,Other,Central,Indore,Football,PROD-0045,Sports,29.05,1,25,21.79,Credit Card,Cancelled,2024-01-15,,
ORD-003010,Sara Jackson,CUST-0623,sara.jackson623@example.com,65,Other,North,Chandigarh,External SSD 1TB,PROD-0010,Electronics,77.83,2,5,147.88,Credit Card,Completed,2024-05-03,6,4
ORD-003011,Anjali Gupta,CUST-0267,anjali.gupta267@example.com,56,Male,South,Kochi,Water Bottle,PROD-0026,Home & Kitchen,17.56,3,5,50.05,Debit Card,Returned,2024-10-29,,
ORD-003012,Nikhil Lopez,CUST-0555,nikhil.lopez555@example.com,61,Male,Central,Bhopal,Tennis Racket,PROD-0047,Sports,61.92,4,0,247.68,Net Banking,Pending,2024-08-20,,
ORD-003013,Krishna Thomas,CUST-0129,krishna.thomas129@example.com,44,Female,East,Kolkata,Knife Set,PROD-0025,Home & Kitchen,68.52,2,0,137.04,Credit Card,Completed,2025-03-26,14,5
ORD-003014,Riya Kumar,CUST-0596,riya.kumar596@example.com,18,Other,Central,Jabalpur,Cap,PROD-0019,Clothing,12.46,1,0,12.46,Credit Card,Cancelled,2025-11-06,,
ORD-003015,Sunita Martinez,CUST-0632,sunita.martinez632@example.com,49,Male,East,Ranchi,Toaster,PROD-0023,Home & Kitchen,31.12,1,5,29.56,UPI,Completed,2024-02-27,9,4
ORD-003016,Nikhil Robinson,CUST-0165,nikhil.robinson165@example.com,50,Other,West,Ahmedabad,Machine Learning Guide,PROD-0033,Books,42.63,3,0,127.89,Net Banking,Completed,2024-04-28,3,5
ORD-003017,Sarah Harris,CUST-0498,sarah.harris498@example.com,24,Other,East,Ranchi,Machine Learning Guide,PROD-0033,Books,42.63,1,15,36.24,Wallet,Completed,2024-11-12,15,4
ORD-003018,Joseph Patel,CUST-0700,joseph.patel700@example.com,48,Male,East,Ranchi,Resistance Bands,PROD-0043,Sports,22.74,1,10,20.47,Net Banking,Completed,2025-09-13,15,5
ORD-003019,Robert Martin,CUST-0254,robert.martin254@example.com,66,Female,East,Kolkata,Machine Learning Guide,PROD-0033,Books,42.63,1,20,34.1,Wallet,Cancelled,2025-12-21,,
ORD-003020,Anjali Young,CUST-0590,anjali.young590@example.com,59,Male,South,Kochi,External SSD 1TB,PROD-0010,Electronics,77.83,1,10,70.05,Net Banking,Completed,2025-12-15,4,4
ORD-003021,Ananya Lopez,CUST-0201,ananya.lopez201@example.com,61,Male,West,Goa,Storage Containers,PROD-0027,Home & Kitchen,35.05,2,5,66.59,Net Banking,Completed,2024-04-09,8,5
ORD-003022,Aadhya Bhat,CUST-0380,aadhya.bhat380@example.com,27,Male,West,Pune,Running Shoes,PROD-0014,Clothing,41.04,5,5,194.94,UPI,Completed,2024-12-06,4,5
ORD-003023,Matthew Anderson,CUST-0049,matthew.anderson49@example.com,21,Male,South,Kochi,Cutting Board,PROD-0028,Home & Kitchen,11.96,2,5,22.72,Wallet,Pending,2024-12-10,,
ORD-003024,Nancy Martinez,CUST-0132,nancy.martinez132@example.com,35,Female,West,Goa,Cookbook,PROD-0039,Books,22.32,1,5,21.2,Cash on Delivery,Pending,2024-03-03,,
ORD-003025,Betty Chopra,CUST-0749,betty.chopra749@example.com,43,Female,East,Guwahati,Tea Kettle,PROD-0030,Home & Kitchen,40.05,3,5,114.14,Wallet,Returned,2024-11-29,,
ORD-003026,Neha Rodriguez,CUST-0284,neha.rodriguez284@example.com,46,Other,North,Lucknow,Monitor Stand,PROD-0008,Electronics,53.18,2,0,106.36,UPI,Completed,2025-09-23,15,3
ORD-003027,Diya Garcia,CUST-0580,diya.garcia580@example.com,62,Female,Central,Nagpur,Basketball,PROD-0046,Sports,39.63,1,0,39.63,Credit Card,Completed,2024-03-13,5,4
ORD-003028,Meena Jones,CUST-0594,meena.jones594@example.com,24,Female,North,Delhi,Water Bottle,PROD-0026,Home & Kitchen,17.56,2,5,33.36,UPI,Completed,2024-11-14,9,
ORD-003029,Vihaan Lee,CUST-0507,vihaan.lee507@example.com,49,Male,East,Guwahati,Casual Shorts,PROD-0017,Clothing,29.07,1,0,29.07,Net Banking,Completed,2025-01-13,12,5
ORD-003030,Aadhya Sharma,CUST-0652,aadhya.sharma652@example.com,26,Male,North,Chandigarh,Football,PROD-0045,Sports,29.05,2,20,46.48,Net Banking,Completed,2024-01-21,6,4
ORD-003031,Donald Iyer,CUST-0442,donald.iyer442@example.com,51,Female,South,Hyderabad,Knife Set,PROD-0025,Home & Kitchen,68.52,4,15,232.97,Wallet,Completed,2024-08-25,8,5
ORD-003032,Suresh Sharma,CUST-0453,suresh.sharma453@example.com,47,Other,North,Jaipur,Fiction Novel,PROD-0037,Books,12.83,3,5,36.57,Wallet,Returned,2024-03-19,,
ORD-003033,Aanya Verma,CUST-0001,aanya.verma1@example.com,32,Male,East,Bhubaneswar,History of AI,PROD-0038,Books,15.71,1,10,14.14,Credit Card,Cancelled,2024-12-28,,
ORD-003034,Matthew Singh,CUST-0637,matthew.singh637@example.com,23,Male,South,Hyderabad,Cap,PROD-0019,Clothing,12.46,1,0,12.46,UPI,Completed,2024-08-21,13,4
ORD-003035,Linda Martin,CUST-0744,linda.martin744@example.com,36,Female,Central,Jabalpur,USB-C Hub,PROD-0003,Electronics,61.28,1,10,55.15,Cash on Delivery,Completed,2024-03-05,1,4
ORD-003036,Ayaan Lopez,CUST-0156,ayaan.lopez156@example.com,58,Male,North,Chandigarh,Laptop Stand,PROD-0009,Electronics,59.55,1,0,59.55,Cash on Delivery,Completed,2024-11-21,13,5
ORD-003037,Aarav White,CUST-0030,aarav.white30@example.com,19,Male,East,Guwahati,Wireless Mouse,PROD-0001,Electronics,45.68,1,10,41.11,UPI,Completed,2024-02-15,13,5
ORD-003038,Aadhya Shah,CUST-0452,aadhya.shah452@example.com,51,Male,Central,Raipur,Casual Shorts,PROD-0017,Clothing,29.07,4,15,98.84,Wallet,Completed,2025-04-01,10,4
ORD-003039,Ishaan Rodriguez,CUST-0356,ishaan.rodriguez356@example.com,23,Other,South,Kochi,Non-Stick Pan,PROD-0024,Home & Kitchen,32.73,1,0,32.73,UPI,Completed,2025-05-31,12,5
ORD-003040,Anthony Lewis,CUST-0628,anthony.lewis628@example.com,32,Other,North,Chandigarh,Data Science Handbook,PROD-0032,Books,42.44,1,10,38.2,UPI,Completed,2024-10-26,7,
ORD-003041,Patricia Walker,CUST-0291,patricia.walker291@example.com,59,Male,North,Amritsar,Laptop Stand,PROD-0009,Electronics,59.55,3,0,178.65,Debit Card,Cancelled,2024-08-03,,
ORD-003042,Isabella Anderson,CUST-0796,isabella.anderson796@example.com,29,Other,Central,Raipur,Yoga Mat,PROD-0041,Sports,42.7,2,20,68.32,Credit Card,Completed,2025-02-28,2,4
ORD-003043,Mary Allen,CUST-0213,mary.allen213@example.com,30,Male,West,Pune,Basketball,PROD-0046,Sports,39.63,1,0,39.63,Debit Card,Pending,2024-02-24,,
ORD-003044,Rohit Rao,CUST-0302,rohit.rao302@example.com,22,Female,South,Chennai,Webcam HD,PROD-0006,Electronics,72.22,1,0,72.22,UPI,Completed,2024-02-20,11,5
ORD-003045,Nikhil Smith,CUST-0678,nikhil.smith678@example.com,64,Female,South,Chennai,Swimming Goggles,PROD-0048,Sports,16.81,1,10,15.13,Debit Card,Completed,2024-07-25,11,5
ORD-003046,William Nair,CUST-0298,william.nair298@example.com,37,Other,Central,Bhopal,Monitor Stand,PROD-0008,Electronics,53.18,5,10,239.31,Wallet,Completed,2025-10-02,4,4
ORD-003047,Manoj Moore,CUST-0668,manoj.moore668@example.com,54,Female,North,Chandigarh,Formal Shirt,PROD-0015,Clothing,57.36,4,10,206.5,Wallet,Cancelled,2024-02-13,,
ORD-003048,Reyansh Williams,CUST-0465,reyansh.williams465@example.com,38,Other,West,Goa,Monitor Stand,PROD-0008,Electronics,53.18,2,15,90.41,Cash on Delivery,Returned,2024-04-12,,
ORD-003049,Noah Chopra,CUST-0164,noah.chopra164@example.com,47,Other,West,Mumbai,Webcam HD,PROD-0006,Electronics,72.22,3,10,194.99,Debit Card,Returned,2025-03-20,,
