I Sr No,Cust Name,Cust ID,Product Name,Product ID,Product Price,Quantity,Transaction ID,Transaction Date
4008,Suresh Taylor,CUST-0112,Cap,PROD-0019,12.46,5,TXN-004008,2024-03-30
4009,Suresh Kumar,CUST-0037,Gym Bag,PROD-0050,52.65,1,TXN-004009,2025-04-12
4010,Margaret Garcia,CUST-0393,Travel Guide,PROD-0040,22.38,2,TXN-004010,2024-05-04
4011,Joseph Patel,CUST-0713,History of AI,PROD-0038,15.71,2,TXN-004011,2025-07-28
4012,Anthony Menon,CUST-0062,Cookbook,PROD-0039,22.32,3,TXN-004012,2024-05-14
4013,Lucas Singh,CUST-0776,Python Programming,PROD-0031,22.63,1,TXN-004013,2025-01-04
4014,Sunita Patel,CUST-0133,Winter Jacket,PROD-0016,125.83,3,TXN-004014,2025-06-23
4015,Isabella Robinson,CUST-0572,Gym Bag,PROD-0050,52.65,1,TXN-004015,2024-06-15
4016,Linda Anderson,CUST-0141,Blender,PROD-0022,46.5,2,TXN-004016,2025-03-14
4017,Manoj Desai,CUST-0427,Portable Charger,PROD-0004,42.05,5,TXN-004017,2025-08-20
4018,Nikhil Bhat,CUST-0519,Storage Containers,PROD-0027,35.05,3,TXN-004018,2025-04-05
4019,Nisha Clark,CUST-0552,Dish Rack,PROD-0029,28.32,1,TXN-004019,2024-06-20
4020,Oliver Johnson,CUST-0142,Data Science Handbook,PROD-0032,42.44,3,TXN-004020,2025-06-06
4021,Ishaan Clark,CUST-0346,Swimming Goggles,PROD-0048,16.81,4,TXN-004021,2024-10-13
4022,Nikhil Lopez,CUST-0555,Yoga Mat,PROD-0041,42.7,1,TXN-004022,2025-08-25
4023,John Malhotra,CUST-0433,Non-Stick Pan,PROD-0024,32.73,3,TXN-004023,2024-11-20
4024,Noah Verma,CUST-0730,Travel Guide,PROD-0040,22.38,1,TXN-004024,2025-05-29
4025,Nancy Martinez,CUST-0132,Scarf,PROD-0020,33.28,5,TXN-004025,2024-05-01
4026,Sai Walker,CUST-0085,Football,PROD-0045,29.05,2,TXN-004026,2024-12-06
4027,Aarav Young,CUST-0027,Laptop Stand,PROD-0009,59.55,4,TXN-004027,2024-01-07
4028,Isha Young,CUST-0041,USB-C Hub,PROD-0003,61.28,1,TXN-004028,2024-11-10
4029,Rahul Smith,CUST-0382,Yoga Mat,PROD-0041,42.7,1,TXN-004029,2025-10-24
4030,Sara Rodriguez,CUST-0238,Smartwatch,PROD-0005,158.2,5,TXN-004030,2024-05-14
4031,Karen Iyer,CUST-0659,Monitor Stand,PROD-0008,53.18,3,TXN-004031,2024-11-20
4032,Emma Sharma,CUST-0071,Running Shoes,PROD-0014,41.04,1,TXN-004032,2024-12-14
4033,Deepak Desai,CUST-0493,USB-C Hub,PROD-0003,61.28,2,TXN-004033,2025-10-10
4034,Reyansh Lewis,CUST-0649,Cutting Board,PROD-0028,11.96,2,TXN-004034,2024-07-05
4035,Oliver Taylor,CUST-0699,Keyboard Mechanical,PROD-0007,97.82,1,TXN-004035,2024-10-18
4036,Donald Thomas,CUST-0533,Web Development,PROD-0034,44.41,2,TXN-004036,2025-01-30
4037,Ananya Pillai,CUST-0601,Travel Guide,PROD-0040,22.38,5,TXN-004037,2025-05-17
4038,Reyansh Martin,CUST-0148,Data Science Handbook,PROD-0032,42.44,5,TXN-004038,2025-12-07
4039,Jennifer Singh,CUST-0228,Cutting Board,PROD-0028,11.96,2,TXN-004039,2025-10-14
4040,Aadhya Shah,CUST-0452,Tennis Racket,PROD-0047,61.92,4,TXN-004040,2025-10-20
4041,Betty Shah,CUST-0424,External SSD 1TB,PROD-0010,77.83,3,TXN-004041,2024-05-12
4042,Ayaan Mehta,CUST-0376,Machine Learning Guide,PROD-0033,42.63,5,TXN-004042,2025-12-21
4043,Richard Robinson,CUST-0172,Non-Stick Pan,PROD-0024,32.73,1,TXN-004043,2024-03-12
4044,William Martinez,CUST-0539,Running Shoes,PROD-0014,41.04,3,TXN-004044,2024-06-26
4045,Myra Rao,CUST-0725,Business Strategy,PROD-0035,33.11,3,TXN-004045,2024-04-18
4046,Suresh Allen,CUST-0755,Laptop Stand,PROD-0009,59.55,1,TXN-004046,2024-03-05
4047,Sara Davis,CUST-0130,Hoodie,PROD-0013,50.64,2,TXN-004047,2025-10-22
4048,Myra Williams,CUST-0008,Yoga Mat,PROD-0041,42.7,1,TXN-004048,2024-04-04
4049,Charlotte Jackson,CUST-0061,Knife Set,PROD-0025,68.52,3,TXN-004049,2024-04-02
4050,Donald Thomas,CUST-0533,Winter Jacket,PROD-0016,125.83,2,TXN-004050,2025-05-16
4051,Noah Chopra,CUST-0164,Running Shoes,PROD-0014,41.04,3,TXN-004051,2025-04-19
4052,Nisha Wright,CUST-0354,Bluetooth Headphones,PROD-0002,92.28,2,TXN-004052,2025-04-27
4053,Swati Gupta,CUST-0414,Web Development,PROD-0034,44.41,3,TXN-004053,2025-11-12
4054,Donald Anderson,CUST-0467,Denim Jeans,PROD-0012,82.97,3,TXN-004054,2024-12-24
4055,Sarah Shah,CUST-0492,Tea Kettle,PROD-0030,40.05,1,TXN-004055,2025-01-06
4056,Manoj Thomas,CUST-0576,Yoga Mat,PROD-0041,42.7,1,TXN-004056,2024-05-18
4057,Emma Desai,CUST-0389,External SSD 1TB,PROD-0010,77.83,4,TXN-004057,2024-02-03
4058,Krishna Walker,CUST-0334,External SSD 1TB,PROD-0010,77.83,2,TXN-004058,2025-06-07
4059,Aanya Nair,CUST-0795,Resistance Bands,PROD-0043,22.74,3,TXN-004059,2025-01-26
4060,John Lopez,CUST-0674,Self-Help Guide,PROD-0036,10.26,1,TXN-004060,2024-04-14
4061,Sandra Lee,CUST-0402,Portable Charger,PROD-0004,42.05,2,TXN-004061,2024-07-05
4062,Diya Chopra,CUST-0736,Dish Rack,PROD-0029,28.32,5,TXN-004062,2025-10-22
4063,Jessica Chopra,CUST-0481,Denim Jeans,PROD-0012,82.97,1,TXN-004063,2025-12-04
4064,Mason Rao,CUST-0221,Hoodie,PROD-0013,50.64,2,TXN-004064,2024-08-10
4065,Manoj Lee,CUST-0579,Dumbbells (Pair),PROD-0042,77.78,2,TXN-004065,2024-07-09
4066,Aarav White,CUST-0030,Coffee Maker,PROD-0021,62.05,1,TXN-004066,2024-06-07
4067,Myra Sharma,CUST-0591,Fiction Novel,PROD-0037,12.83,4,TXN-004067,2024-08-07
4068,Sandra Malhotra,CUST-0759,Storage Containers,PROD-0027,35.05,4,TXN-004068,2024-04-13
4069,Suresh Lewis,CUST-0751,Cutting Board,PROD-0028,11.96,3,TXN-004069,2025-11-04
4070,Robert Davis,CUST-0600,Smartwatch,PROD-0005,158.2,2,TXN-004070,2024-08-29
4071,Oliver Thomas,CUST-0567,Self-Help Guide,PROD-0036,10.26,1,TXN-004071,2024-06-19
4072,Lisa Robinson,CUST-0333,Dumbbells (Pair),PROD-0042,77.78,1,TXN-004072,2024-09-07
4073,Isabella Rao,CUST-0592,Business Strategy,PROD-0035,33.11,1,TXN-004073,2025-07-23
4074,Linda Pillai,CUST-0316,Sports Socks (3-pack),PROD-0018,13.94,2,TXN-004074,2025-05-15
4075,William Thompson,CUST-0743,Dumbbells (Pair),PROD-0042,77.78,2,TXN-004075,2025-05-19
4076,Neha Miller,CUST-0225,Cotton T-Shirt,PROD-0011,30.65,3,TXN-004076,2024-10-23
4077,Robert Martin,CUST-0254,Bluetooth Headphones,PROD-0002,92.28,2,TXN-004077,2024-09-24
4078,Sandra Kulkarni,CUST-0260,Fiction Novel,PROD-0037,12.83,3,TXN-004078,2025-05-25
4079,Jessica Rao,CUST-0626,Basketball,PROD-0046,39.63,3,TXN-004079,2024-07-03
4080,Karen White,CUST-0458,Cookbook,PROD-0039,22.32,3,TXN-004080,2025-08-19
4081,Jessica Brown,CUST-0450,Wireless Mouse,PROD-0001,45.68,1,TXN-004081,2024-06-27
4082,Ananya Lewis,CUST-0451,Smartwatch,PROD-0005,158.2,1,TXN-004082,2024-12-05
4083,Anthony Kulkarni,CUST-0253,Resistance Bands,PROD-0043,22.74,4,TXN-004083,2025-04-24
4084,Rajesh Anderson,CUST-0778,Web Development,PROD-0034,44.41,4,TXN-004084,2024-04-25
4085,Meena Anderson,CUST-0220,Data Science Handbook,PROD-0032,42.44,3,TXN-004085,2024-11-30
4086,Oliver Johnson,CUST-0142,History of AI,PROD-0038,15.71,5,TXN-004086,2025-06-15
4087,Diya Davis,CUST-0249,Laptop Stand,PROD-0009,59.55,1,TXN-004087,2025-11-22
4088,Lucas Hernandez,CUST-0771,Keyboard Mechanical,PROD-0007,97.82,1,TXN-004088,2025-01-08
4089,Mary Clark,CUST-0407,Tennis Racket,PROD-0047,61.92,3,TXN-004089,2024-02-25
4090,Rohit Jones,CUST-0562,Hoodie,PROD-0013,50.64,1,TXN-004090,2024-02-15
4091,Sai Davis,CUST-0272,Cycling Gloves,PROD-0049,31.15,2,TXN-004091,2025-09-13
4092,Daniel Taylor,CUST-0703,Tea Kettle,PROD-0030,40.05,2,TXN-004092,2025-06-02
4093,William Kulkarni,CUST-0583,Dish Rack,PROD-0029,28.32,1,TXN-004093,2024-08-03
4094,Nikhil Patel,CUST-0710,Swimming Goggles,PROD-0048,16.81,3,TXN-004094,2025-01-16
4095,Suresh Lee,CUST-0684,Machine Learning Guide,PROD-0033,42.63,1,TXN-004095,2024-08-30
4096,Susan Brown,CUST-0653,Business Strategy,PROD-0035,33.11,1,TXN-004096,2024-03-03
4097,Elizabeth Thomas,CUST-0769,Gym Bag,PROD-0050,52.65,1,TXN-004097,2024-01-18
4098,Nikhil Bhat,CUST-0285,Scarf,PROD-0020,33.28,1,TXN-004098,2025-02-01
4099,Nancy Singh,CUST-0661,Webcam HD,PROD-0006,72.22,3,TXN-004099,2025-08-10
4100,Sai Lee,CUST-0329,Monitor Stand,PROD-0008,53.18,2,TXN-004100,2024-12-21
4101,Mary White,CUST-0167,Running Shoes,PROD-0014,41.04,4,TXN-004101,2025-08-07
4102,Daniel Lopez,CUST-0096,Bluetooth Headphones,PROD-0002,92.28,3,TXN-004102,2025-10-20
4103,Isabella Rao,CUST-0592,Cotton T-Shirt,PROD-0011,30.65,3,TXN-004103,2025-08-23
4104,Sunita Rao,CUST-0768,Toaster,PROD-0023,31.12,2,TXN-004104,2024-04-04
4105,Mia Nair,CUST-0311,Hoodie,PROD-0013,50.64,2,TXN-004105,2025-10-31
4106,Myra Anderson,CUST-0753,Machine Learning Guide,PROD-0033,42.63,1,TXN-004106,2025-09-18
4107,Betty Thompson,CUST-0202,Wireless Mouse,PROD-0001,45.68,2,TXN-004107,2025-04-26
4108,Sai Walker,CUST-0085,Running Shoes,PROD-0014,41.04,2,TXN-004108,2025-05-26
4109,Daniel Lopez,CUST-0096,Cookbook,PROD-0039,22.32,5,TXN-004109,2024-05-28
4110,Priya Martinez,CUST-0408,Portable Charger,PROD-0004,42.05,2,TXN-004110,2024-06-04
4111,Aditya Allen,CUST-0119,Running Shoes,PROD-0014,41.04,1,TXN-004111,2025-12-04
4112,Neha Iyer,CUST-0718,Tea Kettle,PROD-0030,40.05,2,TXN-004112,2025-11-07
4113,Rajesh Rao,CUST-0143,Portable Charger,PROD-0004,42.05,1,TXN-004113,2025-11-20
4114,Lisa Rodriguez,CUST-0092,Monitor Stand,PROD-0008,53.18,1,TXN-004114,2025-02-16
4115,Richard Johnson,CUST-0108,Laptop Stand,PROD-0009,59.55,4,TXN-004115,2024-02-12
4116,Aanya Wright,CUST-0124,Travel Guide,PROD-0040,22.38,3,TXN-004116,2025-04-02
4117,Susan Robinson,CUST-0140,Tennis Racket,PROD-0047,61.92,1,TXN-004117,2025-06-25
4118,Vivaan Malhotra,CUST-0779,Dish Rack,PROD-0029,28.32,4,TXN-004118,2024-07-21
4119,Meena Hernandez,CUST-0638,Swimming Goggles,PROD-0048,16.81,3,TXN-004119,2024-02-07
4120,Michael Malhotra,CUST-0301,Fiction Novel,PROD-0037,12.83,1,TXN-004120,2025-01-24
4121,Ishaan Clark,CUST-0346,Running Shoes,PROD-0014,41.04,2,TXN-004121,2025-11-07
4122,Pari Kumar,CUST-0184,Tea Kettle,PROD-0030,40.05,2,TXN-004122,2025-11-12
4123,Rohit Brown,CUST-0309,Gym Bag,PROD-0050,52.65,2,TXN-004123,2024-06-02
4124,Mark Desai,CUST-0783,Cap,PROD-0019,12.46,1,TXN-004124,2024-04-02
4125,Sai Pillai,CUST-0292,Bluetooth Headphones,PROD-0002,92.28,3,TXN-004125,2025-11-30
4126,Vikram Miller,CUST-0405,Yoga Mat,PROD-0041,42.7,2,TXN-004126,2024-12-11
4127,Charles Moore,CUST-0009,Fiction Novel,PROD-0037,12.83,2,TXN-004127,2024-05-17
4128,Charlotte Rao,CUST-0154,Cookbook,PROD-0039,22.32,1,TXN-004128,2024-05-11
4129,James Kulkarni,CUST-0018,History of AI,PROD-0038,15.71,1,TXN-004129,2025-01-10
4130,Margaret Rao,CUST-0359,Tennis Racket,PROD-0047,61.92,1,TXN-004130,2024-03-08
4131,Pooja Johnson,CUST-0760,Swimming Goggles,PROD-0048,16.81,2,TXN-004131,2024-08-07
4132,Aadhya Lewis,CUST-0733,Resistance Bands,PROD-0043,22.74,2,TXN-004132,2024-12-19
4133,Nancy Martinez,CUST-0132,Gym Bag,PROD-0050,52.65,2,TXN-004133,2025-05-23
4134,James Kulkarni,CUST-0018,Gym Bag,PROD-0050,52.65,1,TXN-004134,2025-04-09
4135,Aanya Jackson,CUST-0122,External SSD 1TB,PROD-0010,77.83,1,TXN-004135,2025-03-10
4136,Robert Hernandez,CUST-0368,Self-Help Guide,PROD-0036,10.26,1,TXN-004136,2025-01-10
4137,Isabella Johnson,CUST-0397,Scarf,PROD-0020,33.28,3,TXN-004137,2024-05-13
4138,Vivaan Menon,CUST-0218,Bluetooth Headphones,PROD-0002,92.28,1,TXN-004138,2024-03-17
4139,James Walker,CUST-0761,Gym Bag,PROD-0050,52.65,1,TXN-004139,2024-05-24
4140,Manoj Garcia,CUST-0494,Portable Charger,PROD-0004,42.05,2,TXN-004140,2025-01-05
4141,Sai Garcia,CUST-0629,Cotton T-Shirt,PROD-0011,30.65,2,TXN-004141,2025-07-24
4142,Vihaan Lee,CUST-0507,Sports Socks (3-pack),PROD-0018,13.94,1,TXN-004142,2025-09-05
4143,Vivaan Johnson,CUST-0635,Portable Charger,PROD-0004,42.05,2,TXN-004143,2024-03-28
4144,Donald Iyer,CUST-0442,Cutting Board,PROD-0028,11.96,4,TXN-004144,2024-01-23
4145,Arjun Shah,CUST-0423,Formal Shirt,PROD-0015,57.36,1,TXN-004145,2024-10-15
4146,Sai Walker,CUST-0544,Dumbbells (Pair),PROD-0042,77.78,4,TXN-004146,2024-04-19
4147,Ishaan Jackson,CUST-0351,Coffee Maker,PROD-0021,62.05,1,TXN-004147,2024-06-11
4148,Myra Verma,CUST-0701,Yoga Mat,PROD-0041,42.7,2,TXN-004148,2024-08-15
4149,Sara Jackson,CUST-0719,Basketball,PROD-0046,39.63,4,TXN-004149,2024-02-03
4150,Mason Lewis,CUST-0256,Portable Charger,PROD-0004,42.05,1,TXN-004150,2025-09-22
4151,Sai Verma,CUST-0372,Water Bottle,PROD-0026,17.56,5,TXN-004151,2025-07-31
4152,Ishaan Young,CUST-0787,Yoga Mat,PROD-0041,42.7,2,TXN-004152,2025-03-09
4153,Linda Pillai,CUST-0316,Travel Guide,PROD-0040,22.38,1,TXN-004153,2025-03-29
4154,Betty Lee,CUST-0605,Jump Rope,PROD-0044,18.67,3,TXN-004154,2024-12-22
4155,Reyansh Chopra,CUST-0381,Cap,PROD-0019,12.46,2,TXN-004155,2024-06-25
4156,Anthony Kulkarni,CUST-0253,Casual Shorts,PROD-0017,29.07,2,TXN-004156,2024-04-18
4157,Linda Anderson,CUST-0141,Casual Shorts,PROD-0017,29.07,2,TXN-004157,2024-01-03
4158,Lisa Nair,CUST-0114,USB-C Hub,PROD-0003,61.28,2,TXN-004158,2024-05-01
4159,Mary Jones,CUST-0527,Monitor Stand,PROD-0008,53.18,1,TXN-004159,2024-01-28
4160,Suresh Allen,CUST-0755,Storage Containers,PROD-0027,35.05,2,TXN-004160,2024-04-12
4161,Sophia Smith,CUST-0461,Water Bottle,PROD-0026,17.56,1,TXN-004161,2024-04-02
4162,Arjun Shah,CUST-0501,Cotton T-Shirt,PROD-0011,30.65,2,TXN-004162,2024-02-13
4163,Lucas Nair,CUST-0558,Wireless Mouse,PROD-0001,45.68,2,TXN-004163,2025-11-17
4164,Ayaan Mehta,CUST-0376,Dish Rack,PROD-0029,28.32,1,TXN-004164,2025-08-29
4165,Ananya Patel,CUST-0032,Tennis Racket,PROD-0047,61.92,1,TXN-004165,2024-12-16
4166,Charlotte White,CUST-0722,Portable Charger,PROD-0004,42.05,2,TXN-004166,2024-07-19
4167,Michael Menon,CUST-0521,USB-C Hub,PROD-0003,61.28,2,TXN-004167,2024-04-14
4168,Anthony Kulkarni,CUST-0253,Portable Charger,PROD-0004,42.05,2,TXN-004168,2024-08-22
4169,Joseph Patel,CUST-0341,Webcam HD,PROD-0006,72.22,5,TXN-004169,2024-10-21
4170,Diya Thomas,CUST-0370,Web Development,PROD-0034,44.41,5,TXN-004170,2025-05-18
4171,Karen Rao,CUST-0308,Hoodie,PROD-0013,50.64,3,TXN-004171,2024-06-28
4172,Mary Kulkarni,CUST-0117,Basketball,PROD-0046,39.63,1,TXN-004172,2024-01-18
4173,Manoj Lee,CUST-0579,Cutting Board,PROD-0028,11.96,1,TXN-004173,2025-06-28
4174,Aanya Young,CUST-0541,Jump Rope,PROD-0044,18.67,1,TXN-004174,2025-03-12
4175,Daniel Gupta,CUST-0721,Cutting Board,PROD-0028,11.96,2,TXN-004175,2025-05-23
4176,Michael Malhotra,CUST-0031,Running Shoes,PROD-0014,41.04,1,TXN-004176,2024-01-06
4177,Ashley Chopra,CUST-0342,Hoodie,PROD-0013,50.64,5,TXN-004177,2024-07-24
4178,Betty Jackson,CUST-0622,Water Bottle,PROD-0026,17.56,1,TXN-004178,2025-03-26
4179,Rahul Brown,CUST-0261,Cutting Board,PROD-0028,11.96,4,TXN-004179,2025-03-23
4180,Sunita Reddy,CUST-0153,Webcam HD,PROD-0006,72.22,1,TXN-004180,2024-03-06
4181,Emma Thompson,CUST-0538,Winter Jacket,PROD-0016,125.83,3,TXN-004181,2025-12-17
4182,Meena Kumar,CUST-0487,Bluetooth Headphones,PROD-0002,92.28,1,TXN-004182,2024-09-29
4183,Ashley Jones,CUST-0413,Storage Containers,PROD-0027,35.05,2,TXN-004183,2024-11-14
4184,Thomas Jones,CUST-0339,Yoga Mat,PROD-0041,42.7,2,TXN-004184,2024-03-10
4185,Krishna Wright,CUST-0120,Portable Charger,PROD-0004,42.05,2,TXN-004185,2025-05-12
4186,Arjun Shah,CUST-0683,Tea Kettle,PROD-0030,40.05,1,TXN-004186,2024-09-15
4187,Ayaan Rao,CUST-0039,Bluetooth Headphones,PROD-0002,92.28,3,TXN-004187,2024-09-25
4188,Robert Davis,CUST-0600,Winter Jacket,PROD-0016,125.83,2,TXN-004188,2025-07-19
4189,Nisha Mehta,CUST-0070,Basketball,PROD-0046,39.63,2,TXN-004189,2025-12-17
4190,Myra Rao,CUST-0725,Yoga Mat,PROD-0041,42.7,2,TXN-004190,2025-08-10
4191,Mia Verma,CUST-0004,Coffee Maker,PROD-0021,62.05,1,TXN-004191,2025-12-25
4192,Nisha Thomas,CUST-0068,Coffee Maker,PROD-0021,62.05,3,TXN-004192,2024-02-13
4193,Lucas Patel,CUST-0262,Travel Guide,PROD-0040,22.38,2,TXN-004193,2024-02-08
4194,Reyansh Pillai,CUST-0604,Scarf,PROD-0020,33.28,2,TXN-004194,2025-09-04
4195,Liam Clark,CUST-0509,Water Bottle,PROD-0026,17.56,3,TXN-004195,2025-06-25
4196,Robert Singh,CUST-0505,Yoga Mat,PROD-0041,42.7,1,TXN-004196,2024-03-07
4197,Karan Lewis,CUST-0204,Tea Kettle,PROD-0030,40.05,2,TXN-004197,2025-12-02
4198,Aanya Wright,CUST-0124,Storage Containers,PROD-0027,35.05,1,TXN-004198,2025-07-23
4199,Sunita Rao,CUST-0768,Cap,PROD-0019,12.46,1,TXN-004199,2025-01-26
4200,Mason Young,CUST-0102,External SSD 1TB,PROD-0010,77.83,1,TXN-004200,2024-10-20
4201,Karan Davis,CUST-0051,Data Science Handbook,PROD-0032,42.44,2,TXN-004201,2024-09-29
4202,Sophia Rao,CUST-0255,Formal Shirt,PROD-0015,57.36,3,TXN-004202,2024-11-26
4203,Krishna Moore,CUST-0448,Denim Jeans,PROD-0012,82.97,1,TXN-004203,2025-12-06
4204,Noah Desai,CUST-0528,Resistance Bands,PROD-0043,22.74,2,TXN-004204,2024-10-23
4205,Amit Rodriguez,CUST-0597,Fiction Novel,PROD-0037,12.83,4,TXN-004205,2025-09-17
4206,Deepak Kulkarni,CUST-0457,Wireless Mouse,PROD-0001,45.68,1,TXN-004206,2024-09-27
4207,Liam Davis,CUST-0170,Cutting Board,PROD-0028,11.96,3,TXN-004207,2025-11-07
4208,Rajesh Rao,CUST-0143,Bluetooth Headphones,PROD-0002,92.28,1,TXN-004208,2024-02-22
4209,Noah Desai,CUST-0528,Tea Kettle,PROD-0030,40.05,3,TXN-004209,2025-07-07
4210,Michael Lopez,CUST-0176,Keyboard Mechanical,PROD-0007,97.82,1,TXN-004210,2024-02-26
4211,Ishaan Singh,CUST-0163,Resistance Bands,PROD-0043,22.74,2,TXN-004211,2024-01-29
4212,Nisha Reddy,CUST-0646,Resistance Bands,PROD-0043,22.74,2,TXN-004212,2024-04-07
4213,Matthew Lee,CUST-0559,Webcam HD,PROD-0006,72.22,1,TXN-004213,2025-12-01
4214,Sara Jackson,CUST-0719,Cycling Gloves,PROD-0049,31.15,2,TXN-004214,2025-06-09
4215,Anthony Wright,CUST-0610,Machine Learning Guide,PROD-0033,42.63,4,TXN-004215,2025-08-21
4216,Pari Thomas,CUST-0460,External SSD 1TB,PROD-0010,77.83,4,TXN-004216,2024-03-26
4217,Aanya Gupta,CUST-0456,Bluetooth Headphones,PROD-0002,92.28,3,TXN-004217,2025-07-04
4218,Lucas Smith,CUST-0516,Yoga Mat,PROD-0041,42.7,2,TXN-004218,2024-10-23
4219,Nikhil Smith,CUST-0678,Machine Learning Guide,PROD-0033,42.63,1,TXN-004219,2024-03-13
4220,Matthew Chopra,CUST-0560,Water Bottle,PROD-0026,17.56,4,TXN-004220,2024-11-07
4221,Sarah Garcia,CUST-0548,Laptop Stand,PROD-0009,59.55,1,TXN-004221,2024-05-03
4222,Suresh Miller,CUST-0463,Toaster,PROD-0023,31.12,2,TXN-004222,2024-08-26
4223,Noah Taylor,CUST-0585,Dish Rack,PROD-0029,28.32,5,TXN-004223,2025-01-17
4224,Karan Miller,CUST-0449,Wireless Mouse,PROD-0001,45.68,2,TXN-004224,2024-03-04
4225,Aarav Young,CUST-0027,Casual Shorts,PROD-0017,29.07,2,TXN-004225,2025-03-04
4226,Reyansh King,CUST-0486,Coffee Maker,PROD-0021,62.05,2,TXN-004226,2024-04-05
4227,Manoj Sharma,CUST-0185,Hoodie,PROD-0013,50.64,1,TXN-004227,2024-03-28
4228,Deepak Rodriguez,CUST-0307,Cookbook,PROD-0039,22.32,2,TXN-004228,2025-10-25
4229,John Allen,CUST-0685,Webcam HD,PROD-0006,72.22,4,TXN-004229,2025-06-07
4230,Sara Patel,CUST-0512,Jump Rope,PROD-0044,18.67,3,TXN-004230,2024-10-03
4231,Liam Davis,CUST-0170,Cookbook,PROD-0039,22.32,2,TXN-004231,2025-07-27
4232,Elizabeth Wright,CUST-0517,External SSD 1TB,PROD-0010,77.83,2,TXN-004232,2025-02-05
4233,Patricia Reddy,CUST-0593,Resistance Bands,PROD-0043,22.74,4,TXN-004233,2025-05-03
4234,David Malhotra,CUST-0681,Yoga Mat,PROD-0041,42.7,1,TXN-004234,2024-02-14
4235,Mia Thomas,CUST-0603,Toaster,PROD-0023,31.12,1,TXN-004235,2024-04-30
4236,Kavita King,CUST-0265,Webcam HD,PROD-0006,72.22,3,TXN-004236,2025-03-09
4237,Pari Martinez,CUST-0116,Toaster,PROD-0023,31.12,2,TXN-004237,2025-05-21
4238,Amit Wright,CUST-0566,Dumbbells (Pair),PROD-0042,77.78,1,TXN-004238,2025-05-14
4239,Patricia Walker,CUST-0291,Jump Rope,PROD-0044,18.67,4,TXN-004239,2025-12-08
4240,Oliver Thomas,CUST-0567,Self-Help Guide,PROD-0036,10.26,1,TXN-004240,2025-01-21
4241,Richard Jackson,CUST-0363,Keyboard Mechanical,PROD-0007,97.82,3,TXN-004241,2025-04-16
4242,Linda Malhotra,CUST-0595,Resistance Bands,PROD-0043,22.74,2,TXN-004242,2025-02-11
4243,John Martin,CUST-0187,Cap,PROD-0019,12.46,2,TXN-004243,2025-09-11
4244,Aarav Menon,CUST-0432,Football,PROD-0045,29.05,2,TXN-004244,2025-09-16
4245,Betty White,CUST-0386,Knife Set,PROD-0025,68.52,2,TXN-004245,2024-09-28
4246,James Bhat,CUST-0627,Cutting Board,PROD-0028,11.96,1,TXN-004246,2025-04-08
4247,Thomas Johnson,CUST-0524,Scarf,PROD-0020,33.28,1,TXN-004247,2025-03-30
4248,Myra Jones,CUST-0012,External SSD 1TB,PROD-0010,77.83,2,TXN-004248,2024-04-14
4249,James Mehta,CUST-0396,External SSD 1TB,PROD-0010,77.83,1,TXN-004249,2024-12-30
4250,Meena Jones,CUST-0594,Cycling Gloves,PROD-0049,31.15,1,TXN-004250,2025-10-07
4251,Isabella Pillai,CUST-0417,Sports Socks (3-pack),PROD-0018,13.94,2,TXN-004251,2024-05-08
4252,Aanya Verma,CUST-0001,Machine Learning Guide,PROD-0033,42.63,5,TXN-004252,2024-08-15
4253,Sophia Davis,CUST-0273,Business Strategy,PROD-0035,33.11,2,TXN-004253,2025-12-14
4254,Karen Martin,CUST-0514,Formal Shirt,PROD-0015,57.36,2,TXN-004254,2025-03-22
4255,Linda Anderson,CUST-0141,Casual Shorts,PROD-0017,29.07,1,TXN-004255,2024-06-03
4256,Lucas Hernandez,CUST-0771,Web Development,PROD-0034,44.41,2,TXN-004256,2025-08-12
4257,Nisha Mehta,CUST-0070,Cutting Board,PROD-0028,11.96,1,TXN-004257,2024-03-05
4258,Lisa Rodriguez,CUST-0092,Scarf,PROD-0020,33.28,1,TXN-004258,2024-04-25
4259,Ananya Pillai,CUST-0601,Cycling Gloves,PROD-0049,31.15,5,TXN-004259,2024-09-11
4260,Nikhil Mehta,CUST-0367,Resistance Bands,PROD-0043,22.74,3,TXN-004260,2025-09-06
4261,Reyansh Mehta,CUST-0656,Cotton T-Shirt,PROD-0011,30.65,5,TXN-004261,2024-07-28
4262,Pooja Bhat,CUST-0732,Storage Containers,PROD-0027,35.05,1,TXN-004262,2024-08-06
4263,Meena Kumar,CUST-0487,Tennis Racket,PROD-0047,61.92,2,TXN-004263,2024-01-01
4264,Neha Lewis,CUST-0350,Denim Jeans,PROD-0012,82.97,5,TXN-004264,2024-02-14
4265,Rahul Brown,CUST-0261,Coffee Maker,PROD-0021,62.05,2,TXN-004265,2024-04-06
4266,Vikram Robinson,CUST-0411,Blender,PROD-0022,46.5,3,TXN-004266,2025-12-18
4267,Joseph White,CUST-0023,Cotton T-Shirt,PROD-0011,30.65,1,TXN-004267,2024-10-12
4268,Elizabeth Thomas,CUST-0769,Scarf,PROD-0020,33.28,2,TXN-004268,2024-09-25
4269,Sai Williams,CUST-0128,Travel Guide,PROD-0040,22.38,1,TXN-004269,2024-11-21
4270,Divya Singh,CUST-0666,USB-C Hub,PROD-0003,61.28,4,TXN-004270,2025-12-14
